
wsk001
 File	         0 bytes	All Users
 Dir	         0 bytes	stephanie.mills
 Dir	         0 bytes	styliani.psaroudaki
 Dir	         0 bytes	sutapa.barua
 Dir	         0 bytes	tafadzwa.chigumba
 Dir	         0 bytes	taiwo.oluyemi
 Dir	         0 bytes	taran.nandra
 Dir	         0 bytes	tegan.maybank
 Dir	         0 bytes	tej.limbu
 Dir	         0 bytes	tim.marshall.adm
 Dir	         0 bytes	tracie.inkpen
 Dir	         0 bytes	victoria.adegoke
 Dir	         0 bytes	vivian.uwaebuka
 Dir	         0 bytes	yhomewood
 Dir	         0 bytes	zeeshan.rajput

wsk360
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	BALDOCK
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Donna.Ridges
 Dir	         0 bytes	Eugenija.vaiciunaite
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Kim.Orourke
 Dir	         0 bytes	Marek.Kulik.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Tracy.Killick
 Dir	         0 bytes	arichard
 Dir	         0 bytes	danielle.forder
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	eva.szucs
 Dir	         0 bytes	helen.warner
 Dir	         0 bytes	lhenty
 Dir	         0 bytes	m.holdstock
 Dir	         0 bytes	maha.shaikh
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	ofrancis
 Dir	         0 bytes	sarah.williamson
 Dir	         0 bytes	sarah.williamson_bac
 Dir	         0 bytes	surjit.purewal
 Dir	         0 bytes	tsimmons

wsk177
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Matthew.Jefferys
 Dir	         0 bytes	Mobusar.raja.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	awilliam
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	julie.baker
 Dir	         0 bytes	kim.martin
 Dir	         0 bytes	michelle.lumley
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	shamoon.hanif.adm
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	susanna.miller

wsk131
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Flora.Elwes
 Dir	         0 bytes	Katherine.Matthews
 Dir	         0 bytes	Matthew.Fenton1
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	aaruni.saxena
 Dir	         0 bytes	ablurton
 Dir	         0 bytes	alice.rendall
 Dir	         0 bytes	andrew.brown
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	elaine.hales
 Dir	         0 bytes	erika.wade
 Dir	         0 bytes	erika.wade.MTW
 Dir	         0 bytes	grisma.patel
 Dir	         0 bytes	hannah.goren
 Dir	         0 bytes	lauren.watts
 Dir	         0 bytes	lewis.taylor
 Dir	         0 bytes	lewis.taylor.ADMTW-TR
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	megan.lumley
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	mobusar.raja.adm
 Dir	         0 bytes	natalie.smith7
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	nicola.davis
 Dir	         0 bytes	nicole.green1
 Dir	         0 bytes	nicole.green1.ADMTW-TR
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	saara.mohammed
 Dir	         0 bytes	siubhan.pearson
 Dir	         0 bytes	stacy.white
 Dir	         0 bytes	sugeeta.sukumar
 Dir	         0 bytes	susanna.nallamilli
 Dir	         0 bytes	t.shanmugalingam
 Dir	         0 bytes	tracey.spencer-brown
 Dir	         0 bytes	yuk-chun.lam
 Dir	         0 bytes	zolufunmilayo

wsk406
 Dir	         0 bytes	Aaron.Ben-Joseph
 Dir	         0 bytes	Aisha.Shahzadi
 File	         0 bytes	All Users
 Dir	         0 bytes	Avelyn.Yambao
 Dir	         0 bytes	Bolanle.Odedoyin
 Dir	         0 bytes	Carole.Robinson
 Dir	         0 bytes	DJenner
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Desislava.Daneva
 Dir	         0 bytes	Elizabeth.Tate
 Dir	         0 bytes	I.Sookun
 Dir	         0 bytes	J.Glendenning
 Dir	         0 bytes	Jennifer.pang
 Dir	         0 bytes	Juliet.Laycock
 Dir	         0 bytes	Kenneth.Lai
 Dir	         0 bytes	Madana.jeevanandam
 Dir	         0 bytes	Momina.Ahmed
 Dir	         0 bytes	Muhammad.Sultan
 Dir	         0 bytes	Myunever.Tasimova
 Dir	         0 bytes	Nabeela.Saifi
 Dir	         0 bytes	Natasha.Ives
 Dir	         0 bytes	Nicola.Tallon
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shirley.herridge
 Dir	         0 bytes	Sunday.okinbaloye
 Dir	         0 bytes	a.zeniou
 Dir	         0 bytes	adrian.choy
 Dir	         0 bytes	ailish.flanagan
 Dir	         0 bytes	alexander.huddart
 Dir	         0 bytes	alice.rendall
 Dir	         0 bytes	alicya.synowiec
 Dir	         0 bytes	andriana.michaelidou
 Dir	         0 bytes	anna.wozniak
 Dir	         0 bytes	annabel.kennedy
 Dir	         0 bytes	annabel.mcevoy
 Dir	         0 bytes	anthea.randell
 Dir	         0 bytes	april.yambao
 Dir	         0 bytes	arjun.thayyil
 Dir	         0 bytes	ayman.ramadan
 Dir	         0 bytes	bernadette.jenkins
 Dir	         0 bytes	cbunch
 Dir	         0 bytes	charlotte.higgins
 Dir	         0 bytes	chitra.srinivasan
 Dir	         0 bytes	christine.wain
 Dir	         0 bytes	claire.brownson
 Dir	         0 bytes	cnamalarachchi
 Dir	         0 bytes	daniel.gorman
 Dir	         0 bytes	dbridger2
 Dir	         0 bytes	deborah.smith
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	dmiller
 Dir	         0 bytes	drutter
 Dir	         0 bytes	eileen.mills
 Dir	         0 bytes	eirini.petroyannou
 Dir	         0 bytes	ekinn
 Dir	         0 bytes	gemma.mccormick
 Dir	         0 bytes	hannah.duffy
 Dir	         0 bytes	hannah.francis
 Dir	         0 bytes	hayleytillett
 Dir	         0 bytes	helena.collins
 Dir	         0 bytes	j.grigorova
 Dir	         0 bytes	jchristie
 Dir	         0 bytes	jeanette.smith
 Dir	         0 bytes	jennifer.muggeridge
 Dir	         0 bytes	jonathan.brown
 Dir	         0 bytes	jshotton
 Dir	         0 bytes	jsmith3
 Dir	         0 bytes	julia.jackson
 Dir	         0 bytes	karen.kempster
 Dir	         0 bytes	kelly.dormer
 Dir	         0 bytes	kim.arnold
 Dir	         0 bytes	klees
 Dir	         0 bytes	kris.truchan
 Dir	         0 bytes	lachhimi.gurung
 Dir	         0 bytes	lai.cheungchan
 Dir	         0 bytes	lucy.reed
 Dir	         0 bytes	luna.dahal
 Dir	         0 bytes	luzia.machado
 Dir	         0 bytes	maher.hadaki
 Dir	         0 bytes	mamata.rai
 Dir	         0 bytes	margaret.thompson
 Dir	         0 bytes	maria.cooper
 Dir	         0 bytes	mary.cascioli
 Dir	         0 bytes	meeta.durve
 Dir	         0 bytes	mhill
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	mirela.velicu
 Dir	         0 bytes	moatey
 Dir	         0 bytes	neethu.james
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	nicola.stacey1
 Dir	         0 bytes	olusola.adeleke
 Dir	         0 bytes	paula.chart
 Dir	         0 bytes	rachel.pechey
 Dir	         0 bytes	rcasey1
 Dir	         0 bytes	rochelle.honer
 Dir	         0 bytes	rosalyn.yates
 Dir	         0 bytes	rosemeen.parkar
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	saara.mohammed
 Dir	         0 bytes	saba.imtiaz
 Dir	         0 bytes	samantha.forner
 Dir	         0 bytes	sangita.gurung
 Dir	         0 bytes	sara.winter
 Dir	         0 bytes	sharron.reyes
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	siaka.ishtiaq
 Dir	         0 bytes	sneha.george
 Dir	         0 bytes	susanna.nallamilli
 Dir	         0 bytes	tafadzwa.chigumba
 Dir	         0 bytes	trevor.clarke
 Dir	         0 bytes	vaishnavi.kashyap
 Dir	         0 bytes	victoria.Oyayemi
 Dir	         0 bytes	victoria.adegoke
 Dir	         0 bytes	walid.alam
 Dir	         0 bytes	yuk-chun.lam

wsk530
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	Carol.White
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Peter.webster
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	anna.cheng
 Dir	         0 bytes	anna.odonovan
 Dir	         0 bytes	bwillis
 Dir	         0 bytes	conrad.nicholls
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	devon.powell
 Dir	         0 bytes	emily.samson
 Dir	         0 bytes	graeme.johnston
 Dir	         0 bytes	jennie.fazackerley
 Dir	         0 bytes	jessica.bhatti
 Dir	         0 bytes	jleeper
 Dir	         0 bytes	jmartin
 Dir	         0 bytes	julie.sanders
 Dir	         0 bytes	karen.tyler
 Dir	         0 bytes	katherine.mcbean
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	patrick.brookson
 Dir	         0 bytes	rachel.lock
 Dir	         0 bytes	rahul.khatau
 Dir	         0 bytes	rimpey.debnath
 Dir	         0 bytes	samirah.solangi
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	stephan.hildige.adm
 Dir	         0 bytes	tgrimsey
 Dir	         0 bytes	william.maley

wsk128
 File	         0 bytes	All Users
 Dir	         0 bytes	Carole.Robinson
 Dir	         0 bytes	DJenner
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Karen.Wastell
 Dir	         0 bytes	Katherine.Matthews
 Dir	         0 bytes	Matthew.Fenton1
 Dir	         0 bytes	Maya.Lewis
 Dir	         0 bytes	Myunever.Tasimova
 Dir	         0 bytes	Nicola.Tallon
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	a.mierzejewska
 Dir	         0 bytes	ablurton
 Dir	         0 bytes	amanda.pattenden
 Dir	         0 bytes	amy.northfield
 Dir	         0 bytes	ana.corbaton
 Dir	         0 bytes	andrew.brown
 Dir	         0 bytes	anthea.randell
 Dir	         0 bytes	cbelsom
 Dir	         0 bytes	david.steers
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	demi.nicholls
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	elizabeth.hunt
 Dir	         0 bytes	erika.wade
 Dir	         0 bytes	gemma.levett
 Dir	         0 bytes	hannah.duffy
 Dir	         0 bytes	hannah.goren
 Dir	         0 bytes	holly.shorten
 Dir	         0 bytes	jchristie
 Dir	         0 bytes	katie.somers
 Dir	         0 bytes	kmcdonald
 Dir	         0 bytes	lauren.paciej
 Dir	         0 bytes	lauren.watts
 Dir	         0 bytes	lizzie.turner
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	megan.lumley
 Dir	         0 bytes	mobusar.raja.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	nicola.holiday
 Dir	         0 bytes	nicole.green1
 Dir	         0 bytes	pwood
 Dir	         0 bytes	rosalyn.yates
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	sanghajit.wilmott
 Dir	         0 bytes	sbadco
 Dir	         0 bytes	shuai.zhang
 Dir	         0 bytes	stacy.wilson
 Dir	         0 bytes	stephan.hildige.adm
 Dir	         0 bytes	styliani.psaroudaki
 Dir	         0 bytes	tracey.spencer-brown

wsk301
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	J.Glendenning
 Dir	         0 bytes	Marek.Kulik.adm
 Dir	         0 bytes	Melvin.Abraham
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.MININT-S8CJUGA
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	solly.thomas

wsk130
 Dir	         0 bytes	Administrator
 Dir	         0 bytes	Alex.Davies
 File	         0 bytes	All Users
 Dir	         0 bytes	Ayana.Joseph
 Dir	         0 bytes	C.Tucker
 Dir	         0 bytes	Charlotte.pickford
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Eleanor.Holman
 Dir	         0 bytes	Faith.chilton
 Dir	         0 bytes	KANIKA.MITCHELL
 Dir	         0 bytes	LAURA.GRAVENELL
 Dir	         0 bytes	Marek.Kulik.adm
 Dir	         0 bytes	Momina.Ahmed
 Dir	         0 bytes	Muhammad.Sultan
 Dir	         0 bytes	Public
 Dir	         0 bytes	RA37457
 Dir	         0 bytes	Rebecca.rutherford
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Vaztian.songco
 Dir	         0 bytes	akeen
 Dir	         0 bytes	amanda.barrett
 Dir	         0 bytes	amy.eaton
 Dir	         0 bytes	amy.judd
 Dir	         0 bytes	becky.tolboys
 Dir	         0 bytes	catherine.mercer
 Dir	         0 bytes	charley.dawson
 Dir	         0 bytes	chimezie.nnabugwu
 Dir	         0 bytes	clarisse.gavino
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	dmerrett
 Dir	         0 bytes	emily.piddington
 Dir	         0 bytes	g.fifield
 Dir	         0 bytes	gemma.davis
 Dir	         0 bytes	gemma.parrin
 Dir	         0 bytes	hayley.smith
 Dir	         0 bytes	holly.bowles
 Dir	         0 bytes	jade.smith
 Dir	         0 bytes	jayne.ansell
 Dir	         0 bytes	jayne.costen
 Dir	         0 bytes	jenny.filmer
 Dir	         0 bytes	joanne.savidge
 Dir	         0 bytes	josie.edwards
 Dir	         0 bytes	jskinner
 Dir	         0 bytes	justin.joy
 Dir	         0 bytes	karl.greenland
 Dir	         0 bytes	kate.williams
 Dir	         0 bytes	kerry.smith
 Dir	         0 bytes	lauren.higgins
 Dir	         0 bytes	louise.wilcocks
 Dir	         0 bytes	m.mathew
 Dir	         0 bytes	matthew.ball
 Dir	         0 bytes	medcraft
 Dir	         0 bytes	megan.barron
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	moatey
 Dir	         0 bytes	msmith2
 Dir	         0 bytes	neil.crundwell
 Dir	         0 bytes	r.unciano
 Dir	         0 bytes	rebecca.dring
 Dir	         0 bytes	rebecca.mcdonnell
 Dir	         0 bytes	russell.sharp
 Dir	         0 bytes	samuel.watts
 Dir	         0 bytes	sandy.waiman
 Dir	         0 bytes	sinead.felton
 Dir	         0 bytes	sonia.bridger
 Dir	         0 bytes	spaterson
 Dir	         0 bytes	theresa.winchester
 Dir	         0 bytes	thomas.foreman
 Dir	         0 bytes	victoria.buzza
 Dir	         0 bytes	victoria.chu
 Dir	         0 bytes	yasoda.gurung

wsk215
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Matthew.ALDRIDGE
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	claire.duke
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	harry.bennion
 Dir	         0 bytes	james.elliott
 Dir	         0 bytes	jen.cass
 Dir	         0 bytes	l.roldao-pereira
 Dir	         0 bytes	marek.kulik
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mariq.weatherley
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	rob.test
 Dir	         0 bytes	robbie.smith.adm
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	rscutt.adm.MTW
 Dir	         0 bytes	samantha.yusuf
 Dir	         0 bytes	vanessa.kilhams
 Dir	         0 bytes	william.phelvin

wsk074
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Marek.Kulik.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	maxine.milburn
 Dir	         0 bytes	mike.valentine.adm

wsk408
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Maya.Lewis
 Dir	         0 bytes	Myunever.Tasimova
 Dir	         0 bytes	NWilliamson
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Sebolatan.Owolabi
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	Stephan.hildige.adm.MTW
 Dir	         0 bytes	a.mierzejewska
 Dir	         0 bytes	amy.northfield
 Dir	         0 bytes	amy.tucker
 Dir	         0 bytes	ana.corbaton
 Dir	         0 bytes	artwell.cheneka
 Dir	         0 bytes	bella.olubunmi
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.RWF18449
 Dir	         0 bytes	demi.nicholls
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	elizabeth.hunt
 Dir	         0 bytes	gaynor.reeve
 Dir	         0 bytes	gemma.levett
 Dir	         0 bytes	georgina.white
 Dir	         0 bytes	hannah.duffy
 Dir	         0 bytes	hannah.vannoort
 Dir	         0 bytes	holly.shorten
 Dir	         0 bytes	kmcdonald
 Dir	         0 bytes	lizzie.turner
 Dir	         0 bytes	luzia.machado
 Dir	         0 bytes	rosalind.philpott
 Dir	         0 bytes	stacy.wilson
 Dir	         0 bytes	styliani.psaroudaki
 Dir	         0 bytes	victoria.adegoke

wsk196
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Emma.harrison1
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Unnimaya.Sebastian
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	grisma.patel
 Dir	         0 bytes	katharine.clark
 Dir	         0 bytes	lauren.paciej
 Dir	         0 bytes	louise.gilham
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	mobusar.raja.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	robbie.smith.adm
 Dir	         0 bytes	stacy.white
 Dir	         0 bytes	stephan.hildige
 Dir	         0 bytes	swakelin
 Dir	         0 bytes	t.shanmugalingam

wsk305
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Emma.Small
 Dir	         0 bytes	Fern.Bowden
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	catrin.cox
 Dir	         0 bytes	clare.wykes01
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.RWF12917
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	j.grigorova
 Dir	         0 bytes	jo.simpson
 Dir	         0 bytes	lalita.banerjee
 Dir	         0 bytes	laura.evenden
 Dir	         0 bytes	lbalderstone
 Dir	         0 bytes	lisa.kealey
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	michelle.lumley
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	rgale
 Dir	         0 bytes	sally.hobbs
 Dir	         0 bytes	sarbjit.gill
 Dir	         0 bytes	stephan.hildige.adm
 Dir	         0 bytes	stephanie.grace
 Dir	         0 bytes	zeeshan.javaid

wsk063
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	louise.gilham
 Dir	         0 bytes	marek.kulik.adm

wsk503
 File	         0 bytes	All Users
 Dir	         0 bytes	Anna.Giliova
 Dir	         0 bytes	Carol.White
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	JPatter
 Dir	         0 bytes	Joanna.Cygan
 Dir	         0 bytes	Marek.Kulik.adm
 Dir	         0 bytes	Peter.Webster
 Dir	         0 bytes	Public
 Dir	         0 bytes	Rimpey.Debnath
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	adam.thompson
 Dir	         0 bytes	anna.cheng
 Dir	         0 bytes	anna.odonovan
 Dir	         0 bytes	asiq.pathan-mulani
 Dir	         0 bytes	bwillis
 Dir	         0 bytes	carlo.pastorino
 Dir	         0 bytes	cblanco
 Dir	         0 bytes	conrad.nicholls
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	dhalvir.midda
 Dir	         0 bytes	elsa.shijo
 Dir	         0 bytes	esears
 Dir	         0 bytes	graeme.johnston
 Dir	         0 bytes	hannah.anderson2
 Dir	         0 bytes	hayley.rees
 Dir	         0 bytes	jleeper
 Dir	         0 bytes	julie.sanders
 Dir	         0 bytes	katherine.mcbean
 Dir	         0 bytes	kathy.vert-beville
 Dir	         0 bytes	lauren.williams
 Dir	         0 bytes	matt.corbould
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	patrick.brookson
 Dir	         0 bytes	rachel.lock
 Dir	         0 bytes	s.downman
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	skumar2
 Dir	         0 bytes	stephan.hildige.adm
 Dir	         0 bytes	william.maley

wsk187
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Justina.Hissett
 Dir	         0 bytes	Matthew.Aldridge
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Theatreman
 Dir	         0 bytes	claire.duke
 Dir	         0 bytes	d.sinclair
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	harry.bennion
 Dir	         0 bytes	hyonmok.sohn
 Dir	         0 bytes	james.elliott
 Dir	         0 bytes	jen.cass
 Dir	         0 bytes	jennifer.wright
 Dir	         0 bytes	joanna.moore
 Dir	         0 bytes	joanna.sillars
 Dir	         0 bytes	jodie.hudson
 Dir	         0 bytes	joel.young
 Dir	         0 bytes	kim.brooks
 Dir	         0 bytes	l.roldao-pereira
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mariq.weatherley
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	mobusar.raja.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	pedro.dinis-borges
 Dir	         0 bytes	rebecca.lawrence
 Dir	         0 bytes	samantha.yusuf
 Dir	         0 bytes	tristan.barnden
 Dir	         0 bytes	vanessa.kilhams
 Dir	         0 bytes	walid.alam
 Dir	         0 bytes	william.phelvin

wsk568
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	PSmart.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	abiola.balogun
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	mohamed.madani
 Dir	         0 bytes	psmart
 Dir	         0 bytes	ray.hill
 Dir	         0 bytes	stephan.hildige.adm

wsk355
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Desislava.Daneva
 Dir	         0 bytes	Elizabeth.Tate
 Dir	         0 bytes	I.Sookun
 Dir	         0 bytes	Marek.Kulik.adm
 Dir	         0 bytes	Nabeela.Saifi
 Dir	         0 bytes	Public
 Dir	         0 bytes	SHAKER.ABDALLAH
 Dir	         0 bytes	SHODGKIN
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	aaruni.saxena
 Dir	         0 bytes	charlotte.higgins
 Dir	         0 bytes	cryan
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	dmiller
 Dir	         0 bytes	elaine.hales
 Dir	         0 bytes	gemma.mccormick
 Dir	         0 bytes	hgeere
 Dir	         0 bytes	jennifer.pang
 Dir	         0 bytes	jhamann
 Dir	         0 bytes	joseph.morilla
 Dir	         0 bytes	karen.kempster
 Dir	         0 bytes	kelly.dormer
 Dir	         0 bytes	kerry.streatfield
 Dir	         0 bytes	lorna.kviat
 Dir	         0 bytes	mirela.velicu
 Dir	         0 bytes	nadine.caton
 Dir	         0 bytes	nicola.stacey1
 Dir	         0 bytes	rahul.misra
 Dir	         0 bytes	rjythrmy
 Dir	         0 bytes	rosemeen.parkar
 Dir	         0 bytes	safa.aykac
 Dir	         0 bytes	samantha.forner
 Dir	         0 bytes	sangita.gurung
 Dir	         0 bytes	sharron.reyes
 Dir	         0 bytes	shweta.sharma
 Dir	         0 bytes	swakelin

wsk069
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	Angela.Gent
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Imafidon.okoro
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Lbrooker
 Dir	         0 bytes	Public
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Taran.Nandra
 Dir	         0 bytes	adedotun.sanni
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.RWF19299
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	elle.bushell
 Dir	         0 bytes	heather.gleave
 Dir	         0 bytes	imogen.hayes
 Dir	         0 bytes	izabela.boniecki
 Dir	         0 bytes	lucy.stebbing
 Dir	         0 bytes	melissa.cooke
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	psmith1
 Dir	         0 bytes	r.johnson
 Dir	         0 bytes	rebecca.walton
 Dir	         0 bytes	robert.osborne
 Dir	         0 bytes	twelfare
 Dir	         0 bytes	yemi.aderemi

wsk126
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	Anthony.Hayward
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Justina.Hissett
